Train for 937 steps, validate for 117 steps
241/937 [======>.......................] - ETA: 6:25 - loss: 0.0687 - accuracy: 0.9667For batch 241, loss is  0.0052.
242/937 [======>.......................] - ETA: 6:25 - loss: 0.0684 - accuracy: 0.9668For batch 242, loss is  0.0020.
243/937 [======>.......................] - ETA: 6:24 - loss: 0.0681 - accuracy: 0.9670For batch 243, loss is  0.0077.
244/937 [======>.......................] - ETA: 6:23 - loss: 0.0679 - accuracy: 0.9671For batch 244, loss is  0.0029.
245/937 [======>.......................] - ETA: 6:23 - loss: 0.0676 - accuracy: 0.9672For batch 245, loss is  0.0025.
246/937 [======>.......................] - ETA: 6:22 - loss: 0.0673 - accuracy: 0.9674For batch 246, loss is  0.0197.
247/937 [======>.......................] - ETA: 6:21 - loss: 0.0671 - accuracy: 0.9675For batch 247, loss is  0.0033.
248/937 [======>.......................] - ETA: 6:20 - loss: 0.0669 - accuracy: 0.9676For batch 248, loss is  0.0031.
249/937 [======>.......................] - ETA: 6:20 - loss: 0.0666 - accuracy: 0.9677For batch 249, loss is  0.0065.
250/937 [=======>......................] - ETA: 6:19 - loss: 0.0664 - accuracy: 0.9678For batch 250, loss is  0.0118.
251/937 [=======>......................] - ETA: 6:18 - loss: 0.0662 - accuracy: 0.9679For batch 251, loss is  0.0025.
252/937 [=======>......................] - ETA: 6:17 - loss: 0.0659 - accuracy: 0.9681For batch 252, loss is  0.0078.
253/937 [=======>......................] - ETA: 6:17 - loss: 0.0657 - accuracy: 0.9682For batch 253, loss is  0.0017.
254/937 [=======>......................] - ETA: 6:16 - loss: 0.0654 - accuracy: 0.9683For batch 254, loss is  0.0008.
255/937 [=======>......................] - ETA: 6:15 - loss: 0.0652 - accuracy: 0.9684For batch 255, loss is  0.0004.
256/937 [=======>......................] - ETA: 6:15 - loss: 0.0649 - accuracy: 0.9686For batch 256, loss is  0.0017.
257/937 [=======>......................] - ETA: 6:14 - loss: 0.0647 - accuracy: 0.9687For batch 257, loss is  0.0029.
258/937 [=======>......................] - ETA: 6:13 - loss: 0.0645 - accuracy: 0.9688For batch 258, loss is  0.0011.
259/937 [=======>......................] - ETA: 6:12 - loss: 0.0642 - accuracy: 0.9689For batch 259, loss is  0.0103.
260/937 [=======>......................] - ETA: 6:12 - loss: 0.0640 - accuracy: 0.9690For batch 260, loss is  0.0044.
261/937 [=======>......................] - ETA: 6:11 - loss: 0.0638 - accuracy: 0.9691For batch 261, loss is  0.0123.
262/937 [=======>......................] - ETA: 6:10 - loss: 0.0636 - accuracy: 0.9692For batch 262, loss is  0.0009.
263/937 [=======>......................] - ETA: 6:10 - loss: 0.0633 - accuracy: 0.9693For batch 263, loss is  0.0169.
264/937 [=======>......................] - ETA: 6:09 - loss: 0.0632 - accuracy: 0.9694For batch 264, loss is  0.0065.
265/937 [=======>......................] - ETA: 6:08 - loss: 0.0629 - accuracy: 0.9695For batch 265, loss is  0.0050.
266/937 [=======>......................] - ETA: 6:08 - loss: 0.0627 - accuracy: 0.9696For batch 266, loss is  0.0144.
267/937 [=======>......................] - ETA: 6:07 - loss: 0.0625 - accuracy: 0.9697For batch 267, loss is  0.0037.
268/937 [=======>......................] - ETA: 6:06 - loss: 0.0623 - accuracy: 0.9699For batch 268, loss is  0.0008.
269/937 [=======>......................] - ETA: 6:05 - loss: 0.0621 - accuracy: 0.9700For batch 269, loss is  0.0042.
270/937 [=======>......................] - ETA: 6:05 - loss: 0.0619 - accuracy: 0.9701For batch 270, loss is  0.0012.
271/937 [=======>......................] - ETA: 6:04 - loss: 0.0617 - accuracy: 0.9702For batch 271, loss is  0.0171.
272/937 [=======>......................] - ETA: 6:03 - loss: 0.0615 - accuracy: 0.9703For batch 272, loss is  0.0008.
273/937 [=======>......................] - ETA: 6:03 - loss: 0.0613 - accuracy: 0.9704For batch 273, loss is  0.0011.
274/937 [=======>......................] - ETA: 6:02 - loss: 0.0611 - accuracy: 0.9705For batch 274, loss is  0.0031.
275/937 [=======>......................] - ETA: 6:01 - loss: 0.0608 - accuracy: 0.9706For batch 275, loss is  0.0029.
276/937 [=======>......................] - ETA: 6:01 - loss: 0.0606 - accuracy: 0.9707For batch 276, loss is  0.0008.
277/937 [=======>......................] - ETA: 6:00 - loss: 0.0604 - accuracy: 0.9708For batch 277, loss is  0.0010.
278/937 [=======>......................] - ETA: 5:59 - loss: 0.0602 - accuracy: 0.9709For batch 278, loss is  0.0075.
279/937 [=======>......................] - ETA: 5:59 - loss: 0.0600 - accuracy: 0.9710For batch 279, loss is  0.0117.
280/937 [=======>......................] - ETA: 5:58 - loss: 0.0598 - accuracy: 0.9711For batch 280, loss is  0.0027.
281/937 [=======>......................] - ETA: 5:57 - loss: 0.0596 - accuracy: 0.9712For batch 281, loss is  0.0256.
282/937 [========>.....................] - ETA: 5:57 - loss: 0.0595 - accuracy: 0.9713For batch 282, loss is  0.0108.
283/937 [========>.....................] - ETA: 5:56 - loss: 0.0593 - accuracy: 0.9714For batch 283, loss is  0.0036.
284/937 [========>.....................] - ETA: 5:55 - loss: 0.0592 - accuracy: 0.9715For batch 284, loss is  0.0069.
285/937 [========>.....................] - ETA: 5:54 - loss: 0.0590 - accuracy: 0.9716For batch 285, loss is  0.0011.
286/937 [========>.....................] - ETA: 5:54 - loss: 0.0588 - accuracy: 0.9717For batch 286, loss is  0.0003.
287/937 [========>.....................] - ETA: 5:53 - loss: 0.0586 - accuracy: 0.9718For batch 287, loss is  0.0010.
288/937 [========>.....................] - ETA: 5:52 - loss: 0.0584 - accuracy: 0.9719For batch 288, loss is  0.0096.
289/937 [========>.....................] - ETA: 5:52 - loss: 0.0582 - accuracy: 0.9719For batch 289, loss is  0.0029.
290/937 [========>.....................] - ETA: 5:51 - loss: 0.0580 - accuracy: 0.9720For batch 290, loss is  0.0124.
291/937 [========>.....................] - ETA: 5:50 - loss: 0.0578 - accuracy: 0.9721For batch 291, loss is  0.0013.
292/937 [========>.....................] - ETA: 5:50 - loss: 0.0577 - accuracy: 0.9722For batch 292, loss is  0.0005.
293/937 [========>.....................] - ETA: 5:49 - loss: 0.0575 - accuracy: 0.9723For batch 293, loss is  0.0020.
294/937 [========>.....................] - ETA: 5:49 - loss: 0.0573 - accuracy: 0.9724For batch 294, loss is  0.0030.
295/937 [========>.....................] - ETA: 5:48 - loss: 0.0571 - accuracy: 0.9725For batch 295, loss is  0.0389.
296/937 [========>.....................] - ETA: 5:47 - loss: 0.0570 - accuracy: 0.9726For batch 296, loss is  0.0026.
297/937 [========>.....................] - ETA: 5:47 - loss: 0.0568 - accuracy: 0.9727For batch 297, loss is  0.0296.
298/937 [========>.....................] - ETA: 5:46 - loss: 0.0567 - accuracy: 0.9727For batch 298, loss is  0.0024.
299/937 [========>.....................] - ETA: 5:45 - loss: 0.0566 - accuracy: 0.9728For batch 299, loss is  0.0050.
300/937 [========>.....................] - ETA: 5:45 - loss: 0.0564 - accuracy: 0.9729For batch 300, loss is  0.0009.
301/937 [========>.....................] - ETA: 5:44 - loss: 0.0562 - accuracy: 0.9730For batch 301, loss is  0.0019.
302/937 [========>.....................] - ETA: 5:43 - loss: 0.0560 - accuracy: 0.9731For batch 302, loss is  0.0008.
303/937 [========>.....................] - ETA: 5:43 - loss: 0.0558 - accuracy: 0.9732For batch 303, loss is  0.0041.
304/937 [========>.....................] - ETA: 5:42 - loss: 0.0557 - accuracy: 0.9732For batch 304, loss is  0.0041.
305/937 [========>.....................] - ETA: 5:41 - loss: 0.0555 - accuracy: 0.9733For batch 305, loss is  0.0104.
306/937 [========>.....................] - ETA: 5:41 - loss: 0.0554 - accuracy: 0.9734For batch 306, loss is  0.0056.
307/937 [========>.....................] - ETA: 5:40 - loss: 0.0552 - accuracy: 0.9735For batch 307, loss is  0.0005.
308/937 [========>.....................] - ETA: 5:39 - loss: 0.0550 - accuracy: 0.9736For batch 308, loss is  0.0017.
309/937 [========>.....................] - ETA: 5:39 - loss: 0.0548 - accuracy: 0.9737For batch 309, loss is  0.0085.
310/937 [========>.....................] - ETA: 5:38 - loss: 0.0547 - accuracy: 0.9737For batch 310, loss is  0.0029.
311/937 [========>.....................] - ETA: 5:37 - loss: 0.0545 - accuracy: 0.9738For batch 311, loss is  0.0015.
312/937 [========>.....................] - ETA: 5:37 - loss: 0.0544 - accuracy: 0.9739For batch 312, loss is  0.0085.
313/937 [=========>....................] - ETA: 5:36 - loss: 0.0542 - accuracy: 0.9740For batch 313, loss is  0.0007.
314/937 [=========>....................] - ETA: 5:36 - loss: 0.0540 - accuracy: 0.9740For batch 314, loss is  0.0010.
315/937 [=========>....................] - ETA: 5:35 - loss: 0.0539 - accuracy: 0.9741For batch 315, loss is  0.0023.
316/937 [=========>....................] - ETA: 5:34 - loss: 0.0537 - accuracy: 0.9742For batch 316, loss is  0.0027.
317/937 [=========>....................] - ETA: 5:34 - loss: 0.0536 - accuracy: 0.9743For batch 317, loss is  0.0013.
318/937 [=========>....................] - ETA: 5:33 - loss: 0.0534 - accuracy: 0.9744For batch 318, loss is  0.0009.
319/937 [=========>....................] - ETA: 5:32 - loss: 0.0532 - accuracy: 0.9745For batch 319, loss is  0.0417.
320/937 [=========>....................] - ETA: 5:32 - loss: 0.0532 - accuracy: 0.9745For batch 320, loss is  0.0010.
321/937 [=========>....................] - ETA: 5:31 - loss: 0.0530 - accuracy: 0.9746For batch 321, loss is  0.0016.
322/937 [=========>....................] - ETA: 5:30 - loss: 0.0529 - accuracy: 0.9747For batch 322, loss is  0.0088.
323/937 [=========>....................] - ETA: 5:30 - loss: 0.0527 - accuracy: 0.9747For batch 323, loss is  0.0014.
324/937 [=========>....................] - ETA: 5:29 - loss: 0.0526 - accuracy: 0.9748For batch 324, loss is  0.0054.
325/937 [=========>....................] - ETA: 5:29 - loss: 0.0524 - accuracy: 0.9749For batch 325, loss is  0.0037.
326/937 [=========>....................] - ETA: 5:28 - loss: 0.0523 - accuracy: 0.9750For batch 326, loss is  0.0017.
327/937 [=========>....................] - ETA: 5:27 - loss: 0.0521 - accuracy: 0.9750For batch 327, loss is  0.0070.
328/937 [=========>....................] - ETA: 5:27 - loss: 0.0520 - accuracy: 0.9751For batch 328, loss is  0.0073.
329/937 [=========>....................] - ETA: 5:26 - loss: 0.0518 - accuracy: 0.9752For batch 329, loss is  0.0033.
330/937 [=========>....................] - ETA: 5:25 - loss: 0.0517 - accuracy: 0.9752For batch 330, loss is  0.0048.
331/937 [=========>....................] - ETA: 5:25 - loss: 0.0516 - accuracy: 0.9753For batch 331, loss is  0.0008.
332/937 [=========>....................] - ETA: 5:24 - loss: 0.0514 - accuracy: 0.9754For batch 332, loss is  0.0034.
333/937 [=========>....................] - ETA: 5:24 - loss: 0.0513 - accuracy: 0.9755For batch 333, loss is  0.0197.
334/937 [=========>....................] - ETA: 5:23 - loss: 0.0512 - accuracy: 0.9755For batch 334, loss is  0.0003.
335/937 [=========>....................] - ETA: 5:22 - loss: 0.0510 - accuracy: 0.9756For batch 335, loss is  0.0025.
336/937 [=========>....................] - ETA: 5:22 - loss: 0.0509 - accuracy: 0.9757For batch 336, loss is  0.0005.
337/937 [=========>....................] - ETA: 5:21 - loss: 0.0507 - accuracy: 0.9757For batch 337, loss is  0.0094.
338/937 [=========>....................] - ETA: 5:20 - loss: 0.0506 - accuracy: 0.9758For batch 338, loss is  0.0091.
339/937 [=========>....................] - ETA: 5:20 - loss: 0.0505 - accuracy: 0.9758For batch 339, loss is  0.0153.
340/937 [=========>....................] - ETA: 5:19 - loss: 0.0504 - accuracy: 0.9759For batch 340, loss is  0.0165.
341/937 [=========>....................] - ETA: 5:19 - loss: 0.0503 - accuracy: 0.9760For batch 341, loss is  0.0004.
342/937 [=========>....................] - ETA: 5:18 - loss: 0.0501 - accuracy: 0.9760For batch 342, loss is  0.0024.
343/937 [=========>....................] - ETA: 5:17 - loss: 0.0500 - accuracy: 0.9761For batch 343, loss is  0.0019.
344/937 [==========>...................] - ETA: 5:17 - loss: 0.0499 - accuracy: 0.9762For batch 344, loss is  0.0041.
345/937 [==========>...................] - ETA: 5:16 - loss: 0.0497 - accuracy: 0.9762For batch 345, loss is  0.0004.
346/937 [==========>...................] - ETA: 5:16 - loss: 0.0496 - accuracy: 0.9763For batch 346, loss is  0.0012.
347/937 [==========>...................] - ETA: 5:15 - loss: 0.0494 - accuracy: 0.9764For batch 347, loss is  0.0093.
348/937 [==========>...................] - ETA: 5:14 - loss: 0.0493 - accuracy: 0.9764For batch 348, loss is  0.0104.
349/937 [==========>...................] - ETA: 5:14 - loss: 0.0492 - accuracy: 0.9765For batch 349, loss is  0.0091.
350/937 [==========>...................] - ETA: 5:13 - loss: 0.0491 - accuracy: 0.9765For batch 350, loss is  0.0031.
351/937 [==========>...................] - ETA: 5:13 - loss: 0.0490 - accuracy: 0.9766For batch 351, loss is  0.0006.
352/937 [==========>...................] - ETA: 5:12 - loss: 0.0488 - accuracy: 0.9767For batch 352, loss is  0.0004.
353/937 [==========>...................] - ETA: 5:11 - loss: 0.0487 - accuracy: 0.9767For batch 353, loss is  0.0046.
354/937 [==========>...................] - ETA: 5:11 - loss: 0.0486 - accuracy: 0.9768For batch 354, loss is  0.0222.
355/937 [==========>...................] - ETA: 5:10 - loss: 0.0485 - accuracy: 0.9768For batch 355, loss is  0.0006.
356/937 [==========>...................] - ETA: 5:09 - loss: 0.0484 - accuracy: 0.9769For batch 356, loss is  0.0114.
357/937 [==========>...................] - ETA: 5:09 - loss: 0.0483 - accuracy: 0.9769For batch 357, loss is  0.0012.
358/937 [==========>...................] - ETA: 5:08 - loss: 0.0481 - accuracy: 0.9770For batch 358, loss is  0.0035.
359/937 [==========>...................] - ETA: 5:08 - loss: 0.0480 - accuracy: 0.9771For batch 359, loss is  0.0042.
360/937 [==========>...................] - ETA: 5:07 - loss: 0.0479 - accuracy: 0.9771For batch 360, loss is  0.0030.
361/937 [==========>...................] - ETA: 5:06 - loss: 0.0478 - accuracy: 0.9772For batch 361, loss is  0.0004.
362/937 [==========>...................] - ETA: 5:06 - loss: 0.0476 - accuracy: 0.9773For batch 362, loss is  0.0028.
363/937 [==========>...................] - ETA: 5:05 - loss: 0.0475 - accuracy: 0.9773For batch 363, loss is  0.0020.
364/937 [==========>...................] - ETA: 5:05 - loss: 0.0474 - accuracy: 0.9774For batch 364, loss is  0.0027.
365/937 [==========>...................] - ETA: 5:04 - loss: 0.0472 - accuracy: 0.9775For batch 365, loss is  0.0082.
366/937 [==========>...................] - ETA: 5:03 - loss: 0.0471 - accuracy: 0.9775For batch 366, loss is  0.0131.
367/937 [==========>...................] - ETA: 5:03 - loss: 0.0470 - accuracy: 0.9776For batch 367, loss is  0.0086.
368/937 [==========>...................] - ETA: 5:02 - loss: 0.0469 - accuracy: 0.9776For batch 368, loss is  0.0287.
369/937 [==========>...................] - ETA: 5:02 - loss: 0.0469 - accuracy: 0.9776For batch 369, loss is  0.0015.
370/937 [==========>...................] - ETA: 5:01 - loss: 0.0468 - accuracy: 0.9777For batch 370, loss is  0.0010.
371/937 [==========>...................] - ETA: 5:01 - loss: 0.0466 - accuracy: 0.9778For batch 371, loss is  0.0013.
372/937 [==========>...................] - ETA: 5:00 - loss: 0.0465 - accuracy: 0.9778For batch 372, loss is  0.0027.
373/937 [==========>...................] - ETA: 4:59 - loss: 0.0464 - accuracy: 0.9779For batch 373, loss is  0.0007.
374/937 [==========>...................] - ETA: 4:59 - loss: 0.0463 - accuracy: 0.9779For batch 374, loss is  0.0031.
375/937 [===========>..................] - ETA: 4:58 - loss: 0.0462 - accuracy: 0.9780For batch 375, loss is  0.0020.
376/937 [===========>..................] - ETA: 4:58 - loss: 0.0461 - accuracy: 0.9781For batch 376, loss is  0.0268.
377/937 [===========>..................] - ETA: 4:57 - loss: 0.0460 - accuracy: 0.9781For batch 377, loss is  0.0019.
378/937 [===========>..................] - ETA: 4:56 - loss: 0.0459 - accuracy: 0.9781For batch 378, loss is  0.0085.
379/937 [===========>..................] - ETA: 4:56 - loss: 0.0458 - accuracy: 0.9782For batch 379, loss is  0.0033.
380/937 [===========>..................] - ETA: 4:55 - loss: 0.0457 - accuracy: 0.9782For batch 380, loss is  0.0023.
381/937 [===========>..................] - ETA: 4:55 - loss: 0.0456 - accuracy: 0.9783For batch 381, loss is  0.0109.
382/937 [===========>..................] - ETA: 4:54 - loss: 0.0455 - accuracy: 0.9784For batch 382, loss is  0.0062.
